3, 371, 124
13, 354, 126
23, 345, 131
33, 362, 114
43, 382, 160
53, 369, 240
63, 336, 277
73, 279, 318
83, 225, 321
93, 180, 372
103, 143, 377
113, 115, 393
123, 80, 398
133, 67, 396
143, 50, 362
153, 50, 333
163, 46, 290
