416,296
418,294
421,296
424,298
424,298
427,299
427,301
432,302
436,303
441,302
444,302
446,302
449,306
450,304
451,302
454,303
455,305
455,304
460,300
461,303
458,302
456,303
460,303
463,302
464,301
463,302
463,302
463,301
463,301
463,301
463,301
463,301
463,301
464,299
463,299
463,299
468,296
468,296
464,294
468,294
467,292
466,293
469,292
469,290
470,291
469,290
470,288
471,286
470,284
474,283
477,282
477,280
479,279
478,278
483,280
484,280
485,282
488,281
492,281
494,279
495,278
498,280
499,278
501,277
503,278
505,277
505,276
503,278
504,278
504,277
503,277
499,275
499,279
499,276
500,274
500,276
500,275
501,277
501,277
501,277
502,277
499,277
499,277
499,277
499,277
499,278
501,278
500,278
502,279
502,281
502,283
503,283
498,284
499,284
500,284
500,284
497,284
497,284
495,284
494,283
494,283
493,283
493,284
492,283
490,281
491,285
489,284
490,284
490,285
489,285
488,288
489,288
489,291
488,292
488,292
487,296
485,295
485,295
482,296
483,297
481,299
480,304
481,302
482,302
480,304
478,304
476,306
478,307
476,308
476,308
476,308
476,309
475,309
474,310
472,310
469,312
469,312
462,312
465,316
464,317
462,322
463,322
460,322
460,323
453,324
453,323
453,324
453,323
450,327
450,328
457,330
456,332
458,333
457,336
459,336
458,336
453,334
453,336
454,335
457,336
460,336
465,334
459,332
460,335
461,335
462,335
461,335
461,335
461,335
461,335
461,335
461,335
461,335
462,335
461,332
463,332
464,332
464,332
