705, 402
710, 405
714, 406
717, 405
722, 408
725, 409
729, 410
731, 410
739, 411
740, 415
747, 415
750, 416
756, 417
757, 416
763, 417
764, 419
770, 419
769, 419
774, 418
775, 419
777, 420
787, 416
790, 420
786, 418
782, 419
784, 418
785, 420
785, 419
787, 421
791, 423
790, 422
789, 422
790, 421
794, 422
791, 422
793, 421
795, 420
793, 418
794, 419
791, 418
796, 416
794, 415
796, 417
797, 414
798, 413
797, 411
796, 408
798, 409
800, 409
802, 406
800, 405
804, 406
806, 402
806, 404
811, 403
811, 404
813, 402
817, 405
819, 405
820, 403
822, 401
823, 401
829, 402
830, 398
833, 401
832, 402
832, 400
834, 400
833, 400
833, 398
832, 398
829, 399
834, 399
830, 403
830, 403
831, 402
830, 398
832, 398
830, 400
829, 402
826, 397
830, 401
831, 402
832, 404
828, 402
832, 401
830, 405
831, 403
834, 405
829, 403
829, 407
827, 408
827, 409
826, 407
823, 407
822, 410
822, 408
821, 408
821, 407
819, 408
819, 410
820, 407
818, 408
818, 410
816, 412
817, 409
816, 410
818, 408
817, 409
820, 412
819, 413
819, 415
821, 416
818, 418
821, 418
822, 422
822, 421
824, 425
824, 426
822, 430
820, 425
823, 432
826, 433
828, 435
827, 437
827, 439
832, 440
830, 442
829, 441
830, 445
833, 447
832, 447
834, 446
840, 453
835, 452
837, 458
838, 458
837, 457
842, 461
838, 466
841, 464
842, 465
839, 468
843, 478
844, 476
845, 476
846, 478
848, 479
851, 483
852, 484
846, 485
845, 481
848, 484
853, 487
852, 486
856, 485
856, 489
853, 488
855, 485
853, 485
855, 486
856, 487
855, 488
856, 485
854, 484
858, 484
854, 483
858, 484
858, 481
861, 483
862, 484
860, 478
861, 483
863, 482
868, 483
864, 479
868, 481
868, 480
