3, 421, 207
13, 365, 218
23, 325, 210
33, 322, 203
43, 331, 191
53, 338, 208
63, 353, 229
73, 329, 234
83, 315, 224
93, 300, 209
103, 289, 214
113, 284, 211
123, 282, 207
133, 297, 236
143, 308, 236
153, 358, 244
163, 399, 236
