628,481
633,481
636,485
636,485
643,487
645,488
646,492
653,494
656,496
657,498
664,496
667,496
671,497
674,501
679,499
680,502
682,501
686,503
686,502
688,503
691,502
694,502
695,503
694,503
697,505
700,508
698,505
699,503
699,505
703,511
705,509
706,510
706,510
703,509
704,509
705,508
702,509
704,509
706,504
706,504
706,502
707,501
708,503
708,500
708,500
709,497
709,497
712,496
710,493
713,496
713,494
714,491
718,492
716,491
721,490
726,488
725,489
725,490
730,492
732,488
733,488
736,491
738,486
741,486
744,492
742,489
743,489
745,490
745,489
745,487
746,488
745,487
743,486
742,486
742,486
739,486
738,489
740,488
738,484
741,487
744,490
743,491
741,490
740,489
741,491
743,491
742,494
739,490
741,492
742,491
742,491
740,493
740,493
735,493
734,494
735,494
734,494
733,494
733,494
731,496
732,497
729,497
726,496
729,496
729,497
729,498
728,497
729,496
727,498
729,499
728,501
731,504
729,508
730,508
730,509
730,510
730,513
731,514
728,516
729,518
732,521
732,523
734,526
732,530
731,531
733,529
734,530
736,536
737,536
739,537
737,540
737,541
738,542
739,546
738,548
736,552
738,555
737,560
740,562
735,563
739,571
740,575
740,577
747,581
739,577
744,578
742,582
744,581
741,586
742,586
742,589
744,592
745,593
745,594
748,597
747,596
747,595
746,594
745,593
744,595
746,593
744,593
749,593
744,593
749,590
749,592
746,590
751,590
753,590
752,589
751,588
752,591
755,592
752,590
751,591
753,586
755,588
758,589
