3, 281, 156
13, 272, 151
23, 265, 151
33, 300, 161
43, 318, 156
53, 308, 170
63, 309, 242
73, 277, 285
83, 242, 298
93, 197, 323
103, 166, 335
113, 143, 331
123, 134, 333
133, 122, 303
143, 122, 307
153, 120, 299
163, 114, 255
